+=============================================================================+
| Traininig store    1                                                        |
+=============================================================================+
Val 100% loss: 0.731429666, rmspe: 0.188511656
Val 100% loss: 0.198568173, rmspe: 0.155536153
Val 100% loss: 0.196671748, rmspe: 0.154114322
Val 100% loss: 0.189535860, rmspe: 0.151064370
Val 100% loss: 0.177503607, rmspe: 0.158038360
Val 100% loss: 0.175825984, rmspe: 0.153462140
Val 100% loss: 0.183030198, rmspe: 0.151548708
Val 100% loss: 0.155971331, rmspe: 0.151257283
Val 100% loss: 0.148369173, rmspe: 0.147617591
Val 100% loss: 0.173312551, rmspe: 0.151556939
Val 100% loss: 0.148417894, rmspe: 0.145327866
Val 100% loss: 0.140894130, rmspe: 0.141319430
Val 100% loss: 0.138506907, rmspe: 0.142602648
Val 100% loss: 0.134908846, rmspe: 0.141591089
Val 100% loss: 0.132341525, rmspe: 0.138416618
Val 100% loss: 0.131269652, rmspe: 0.138419497
Val 100% loss: 0.132040614, rmspe: 0.138144316
Val 100% loss: 0.211771767, rmspe: 0.150336159
Val 100% loss: 0.132221739, rmspe: 0.139514736
Val 100% loss: 0.127336851, rmspe: 0.135626001
Val 100% loss: 0.127906587, rmspe: 0.134285019
Val 100% loss: 0.123044711, rmspe: 0.132370433
Val 100% loss: 0.124004236, rmspe: 0.133113551
Val 100% loss: 0.122356556, rmspe: 0.135808984
Val 100% loss: 0.121754421, rmspe: 0.133428379
Val 100% loss: 0.133901716, rmspe: 0.131803431
Val 100% loss: 0.114142566, rmspe: 0.128697424
Val 100% loss: 0.175729223, rmspe: 0.138952842
Val 100% loss: 0.128864010, rmspe: 0.135333631
Val 100% loss: 0.115463355, rmspe: 0.131768231
Val 100% loss: 0.116720792, rmspe: 0.132315698
Val 100% loss: 0.110512487, rmspe: 0.128765889
Val 100% loss: 0.106557737, rmspe: 0.126018140
Val 100% loss: 0.105188412, rmspe: 0.125812818
Val 100% loss: 0.105002116, rmspe: 0.123414302
+=============================================================================+
| Time taken: 21.340999842
+=============================================================================+
+=============================================================================+
| Traininig store  511                                                        |
+=============================================================================+
Val 100% loss: 0.589753563, rmspe: 0.102472135
Val 100% loss: 0.507844837, rmspe: 0.096861800
Val 100% loss: 0.484357085, rmspe: 0.094760021
Val 100% loss: 0.472298579, rmspe: 0.090669734
Val 100% loss: 0.445382502, rmspe: 0.089902221
Val 100% loss: 0.435730343, rmspe: 0.087990760
Val 100% loss: 0.417151024, rmspe: 0.088281733
Val 100% loss: 0.414204833, rmspe: 0.087372141
Val 100% loss: 0.397962644, rmspe: 0.084111633
Val 100% loss: 0.410874060, rmspe: 0.084137169
Val 100% loss: 0.380284092, rmspe: 0.082167391
Val 100% loss: 0.453678862, rmspe: 0.098703989
Val 100% loss: 0.358414541, rmspe: 0.080695844
Val 100% loss: 0.364429251, rmspe: 0.079979724
Val 100% loss: 0.349037182, rmspe: 0.079142069
Val 100% loss: 0.354419851, rmspe: 0.081072777
Val 100% loss: 0.342034650, rmspe: 0.079092145
Val 100% loss: 0.405857517, rmspe: 0.093096084
Val 100% loss: 0.305110158, rmspe: 0.076303569
Val 100% loss: 0.346654336, rmspe: 0.076527086
Val 100% loss: 0.354159755, rmspe: 0.082075700
Val 100% loss: 0.273774009, rmspe: 0.074063476
Val 100% loss: 0.327334999, rmspe: 0.083028889
Val 100% loss: 0.251879325, rmspe: 0.072028520
Val 100% loss: 0.243876113, rmspe: 0.071785525
Val 100% loss: 0.232721891, rmspe: 0.070629276
Val 100% loss: 0.219835575, rmspe: 0.068282667
Val 100% loss: 0.241870777, rmspe: 0.069477502
Val 100% loss: 0.220122857, rmspe: 0.068138298
Val 100% loss: 0.206523210, rmspe: 0.067511820
Val 100% loss: 0.284150408, rmspe: 0.080454195
Val 100% loss: 0.195208080, rmspe: 0.066040968
Val 100% loss: 0.213210048, rmspe: 0.067609072
Val 100% loss: 0.222687976, rmspe: 0.070561786
Val 100% loss: 0.257262535, rmspe: 0.072567937
Val 100% loss: 0.219388045, rmspe: 0.067656541
Val 100% loss: 0.207977649, rmspe: 0.066560987
Val 100% loss: 0.200254779, rmspe: 0.065750413
Val 100% loss: 0.193518398, rmspe: 0.064424049
Val 100% loss: 0.187593315, rmspe: 0.064329243
Val 100% loss: 0.193055355, rmspe: 0.065897960
Val 100% loss: 0.190863004, rmspe: 0.063085744
Val 100% loss: 0.184047962, rmspe: 0.064822450
Val 100% loss: 0.194589705, rmspe: 0.066027007
Val 100% loss: 0.173060991, rmspe: 0.061890775
Val 100% loss: 0.175860724, rmspe: 0.062062660
Val 100% loss: 0.398328215, rmspe: 0.086441556
Val 100% loss: 0.331700692, rmspe: 0.076687530
Val 100% loss: 0.302091802, rmspe: 0.074052274
Val 100% loss: 0.257560542, rmspe: 0.068583068
+=============================================================================+
| Time taken: 21.281999826
+=============================================================================+
+=============================================================================+
| Traininig store  512                                                        |
+=============================================================================+
Val 100% loss: 0.616914713, rmspe: 0.191123285
Val 100% loss: 0.455981953, rmspe: 0.155205361
Val 100% loss: 0.370492998, rmspe: 0.135699503
Val 100% loss: 0.322372499, rmspe: 0.126609072
Val 100% loss: 0.289854749, rmspe: 0.123355478
Val 100% loss: 0.287229148, rmspe: 0.120456483
Val 100% loss: 0.262534320, rmspe: 0.118835709
Val 100% loss: 0.258518330, rmspe: 0.116426603
Val 100% loss: 0.254490372, rmspe: 0.114698549
Val 100% loss: 0.238978738, rmspe: 0.112942592
Val 100% loss: 0.236468039, rmspe: 0.111259787
Val 100% loss: 0.221501713, rmspe: 0.112405945
Val 100% loss: 0.212129147, rmspe: 0.107983481
Val 100% loss: 0.209321167, rmspe: 0.105441461
Val 100% loss: 0.198811956, rmspe: 0.105284425
Val 100% loss: 0.191629420, rmspe: 0.101684870
Val 100% loss: 0.186832382, rmspe: 0.101817457
Val 100% loss: 0.181769875, rmspe: 0.098374545
Val 100% loss: 0.178776104, rmspe: 0.101391044
Val 100% loss: 0.170320995, rmspe: 0.095858798
Val 100% loss: 0.163083056, rmspe: 0.093803673
Val 100% loss: 0.156102527, rmspe: 0.092293415
Val 100% loss: 0.152155866, rmspe: 0.091195549
Val 100% loss: 0.167475653, rmspe: 0.090377423
Val 100% loss: 0.142637546, rmspe: 0.088031551
Val 100% loss: 0.140463140, rmspe: 0.088619151
Val 100% loss: 0.136771567, rmspe: 0.085247320
Val 100% loss: 0.138087813, rmspe: 0.082555312
Val 100% loss: 0.126290488, rmspe: 0.083629642
Val 100% loss: 0.127778763, rmspe: 0.081366260
Val 100% loss: 0.131690351, rmspe: 0.080189456
Val 100% loss: 0.122364089, rmspe: 0.081961812
Val 100% loss: 0.118485906, rmspe: 0.076311492
Val 100% loss: 0.112892185, rmspe: 0.077877826
Val 100% loss: 0.105216826, rmspe: 0.073236500
Val 100% loss: 0.104252841, rmspe: 0.074559246
Val 100% loss: 0.102356444, rmspe: 0.072281375
Val 100% loss: 0.098923070, rmspe: 0.070746695
Val 100% loss: 0.105891093, rmspe: 0.074328351
Val 100% loss: 0.092820590, rmspe: 0.068277685
Val 100% loss: 0.090870370, rmspe: 0.066970577
Val 100% loss: 0.091103803, rmspe: 0.068022710
Val 100% loss: 0.086930988, rmspe: 0.065469957
Val 100% loss: 0.084592659, rmspe: 0.066715199
Val 100% loss: 0.090052458, rmspe: 0.064551090
Val 100% loss: 0.078229368, rmspe: 0.063339084
Val 100% loss: 0.090518407, rmspe: 0.067975313
Val 100% loss: 0.079413328, rmspe: 0.062452786
Val 100% loss: 0.077721538, rmspe: 0.060297425
Val 100% loss: 0.071853246, rmspe: 0.059406875
+=============================================================================+
| Time taken: 21.358000040
+=============================================================================+
+=============================================================================+
| Traininig store  514                                                        |
+=============================================================================+
Val 100% loss: 0.395488343, rmspe: 0.134257299
Val 100% loss: 0.288964844, rmspe: 0.123348257
Val 100% loss: 0.255830625, rmspe: 0.115900349
Val 100% loss: 0.222359370, rmspe: 0.116604599
Val 100% loss: 0.202299476, rmspe: 0.111695586
Val 100% loss: 0.180003433, rmspe: 0.108323196
Val 100% loss: 0.152615790, rmspe: 0.098884938
Val 100% loss: 0.145096885, rmspe: 0.094643221
Val 100% loss: 0.153753552, rmspe: 0.104069686
Val 100% loss: 0.128209378, rmspe: 0.090937434
Val 100% loss: 0.124964695, rmspe: 0.089344737
Val 100% loss: 0.117310109, rmspe: 0.086863310
Val 100% loss: 0.128271142, rmspe: 0.094142338
Val 100% loss: 0.107443516, rmspe: 0.083355839
Val 100% loss: 0.106550815, rmspe: 0.083049568
Val 100% loss: 0.103135018, rmspe: 0.084588279
Val 100% loss: 0.100651303, rmspe: 0.081138377
Val 100% loss: 0.094232604, rmspe: 0.080391776
Val 100% loss: 0.101798919, rmspe: 0.087019205
Val 100% loss: 0.092890605, rmspe: 0.078525458
Val 100% loss: 0.088803768, rmspe: 0.078931673
Val 100% loss: 0.090846034, rmspe: 0.077873452
Val 100% loss: 0.084098641, rmspe: 0.075207018
Val 100% loss: 0.083131769, rmspe: 0.073805833
Val 100% loss: 0.086611052, rmspe: 0.080519008
Val 100% loss: 0.085748042, rmspe: 0.077325288
Val 100% loss: 0.074549128, rmspe: 0.072360171
Val 100% loss: 0.070800758, rmspe: 0.069454138
Val 100% loss: 0.080354351, rmspe: 0.075205613
Val 100% loss: 0.067503537, rmspe: 0.068939860
Val 100% loss: 0.065608375, rmspe: 0.067643977
Val 100% loss: 0.064485059, rmspe: 0.067458554
Val 100% loss: 0.061944158, rmspe: 0.065788748
Val 100% loss: 0.059703542, rmspe: 0.064753931
Val 100% loss: 0.059938410, rmspe: 0.063839726
Val 100% loss: 0.066019104, rmspe: 0.068274405
Val 100% loss: 0.054884906, rmspe: 0.062713536
Val 100% loss: 0.053429470, rmspe: 0.062027985
Val 100% loss: 0.051366200, rmspe: 0.060101551
Val 100% loss: 0.052263445, rmspe: 0.059976133
Val 100% loss: 0.054225875, rmspe: 0.061515002
Val 100% loss: 0.049273340, rmspe: 0.059949027
Val 100% loss: 0.050595084, rmspe: 0.059098556
Val 100% loss: 0.052093708, rmspe: 0.061922137
Val 100% loss: 0.045853702, rmspe: 0.057590546
Val 100% loss: 0.045530625, rmspe: 0.057094885
Val 100% loss: 0.044094196, rmspe: 0.056795587
Val 100% loss: 0.045186290, rmspe: 0.057892085
Val 100% loss: 0.041017091, rmspe: 0.055130339
Val 100% loss: 0.042997802, rmspe: 0.054953699
+=============================================================================+
| Time taken: 21.374000072
+=============================================================================+
+=============================================================================+
| Traininig store  515                                                        |
+=============================================================================+
Val 100% loss: 0.523874312, rmspe: 0.154513402
Val 100% loss: 0.475560753, rmspe: 0.137233930
Val 100% loss: 0.458653300, rmspe: 0.130230227
Val 100% loss: 0.428023094, rmspe: 0.128042158
Val 100% loss: 0.377776607, rmspe: 0.123902775
Val 100% loss: 0.355618473, rmspe: 0.122927897
Val 100% loss: 0.308940097, rmspe: 0.116162159
Val 100% loss: 0.368022370, rmspe: 0.124212385
Val 100% loss: 0.280177048, rmspe: 0.113129296
Val 100% loss: 0.324937933, rmspe: 0.113511911
Val 100% loss: 0.253957422, rmspe: 0.113644299
Val 100% loss: 0.242300885, rmspe: 0.110892456
Val 100% loss: 0.236096675, rmspe: 0.108932878
Val 100% loss: 0.221732732, rmspe: 0.105009960
Val 100% loss: 0.219103430, rmspe: 0.106862769
Val 100% loss: 0.217706490, rmspe: 0.107098516
Val 100% loss: 0.209339231, rmspe: 0.100483343
Val 100% loss: 0.217288676, rmspe: 0.100803921
Val 100% loss: 0.203057771, rmspe: 0.103107511
Val 100% loss: 0.223900803, rmspe: 0.103347529
Val 100% loss: 0.197173332, rmspe: 0.097311341
Val 100% loss: 0.186018472, rmspe: 0.098936385
Val 100% loss: 0.190774676, rmspe: 0.098324134
Val 100% loss: 0.190879370, rmspe: 0.094082016
Val 100% loss: 0.187462727, rmspe: 0.100160658
Val 100% loss: 0.170369968, rmspe: 0.095228143
Val 100% loss: 0.171049876, rmspe: 0.093791438
Val 100% loss: 0.176576703, rmspe: 0.091055275
Val 100% loss: 0.248785167, rmspe: 0.103480928
Val 100% loss: 0.160162611, rmspe: 0.091736746
Val 100% loss: 0.163110731, rmspe: 0.095563473
Val 100% loss: 0.157193891, rmspe: 0.089466840
Val 100% loss: 0.148167226, rmspe: 0.087465323
Val 100% loss: 0.154610558, rmspe: 0.087976140
Val 100% loss: 0.158311393, rmspe: 0.087412766
Val 100% loss: 0.156424472, rmspe: 0.093673453
Val 100% loss: 0.223435467, rmspe: 0.105696437
Val 100% loss: 0.147402707, rmspe: 0.089901337
Val 100% loss: 0.133462763, rmspe: 0.085271201
Val 100% loss: 0.130636367, rmspe: 0.083795347
Val 100% loss: 0.135971183, rmspe: 0.085607701
Val 100% loss: 0.134791869, rmspe: 0.082481869
Val 100% loss: 0.126293973, rmspe: 0.083030540
Val 100% loss: 0.124338062, rmspe: 0.080594300
Val 100% loss: 0.124606469, rmspe: 0.082610948
Val 100% loss: 0.134466797, rmspe: 0.081071602
Val 100% loss: 0.120480616, rmspe: 0.078514521
Val 100% loss: 0.122168349, rmspe: 0.079018970
Val 100% loss: 0.110172686, rmspe: 0.076623784
Val 100% loss: 0.107008952, rmspe: 0.077577151
+=============================================================================+
| Time taken: 21.779000044
+=============================================================================+
+=============================================================================+
| Traininig store  516                                                        |
+=============================================================================+
Val 100% loss: 0.396042331, rmspe: 0.207958158
Val 100% loss: 0.329693275, rmspe: 0.181719307
Val 100% loss: 0.306151076, rmspe: 0.168946357
Val 100% loss: 0.284377308, rmspe: 0.164195734
Val 100% loss: 0.267486927, rmspe: 0.157581208
Val 100% loss: 0.260134993, rmspe: 0.152005638
Val 100% loss: 0.233808062, rmspe: 0.151574322
Val 100% loss: 0.221806405, rmspe: 0.149448153
Val 100% loss: 0.211245701, rmspe: 0.148684613
Val 100% loss: 0.208148764, rmspe: 0.140241156
Val 100% loss: 0.206039152, rmspe: 0.150306716
Val 100% loss: 0.207410991, rmspe: 0.152034567
Val 100% loss: 0.180319648, rmspe: 0.134831635
Val 100% loss: 0.176873755, rmspe: 0.130492525
Val 100% loss: 0.165233917, rmspe: 0.130262088
Val 100% loss: 0.167973422, rmspe: 0.134087418
Val 100% loss: 0.170253922, rmspe: 0.129846768
Val 100% loss: 0.140096161, rmspe: 0.122618210
Val 100% loss: 0.136326140, rmspe: 0.121947304
Val 100% loss: 0.140177077, rmspe: 0.126423414
Val 100% loss: 0.132877008, rmspe: 0.125136545
Val 100% loss: 0.132657624, rmspe: 0.120969592
Val 100% loss: 0.112330424, rmspe: 0.119518216
Val 100% loss: 0.111058356, rmspe: 0.112386820
Val 100% loss: 0.120649071, rmspe: 0.113216345
Val 100% loss: 0.102839854, rmspe: 0.109489922
Val 100% loss: 0.103172532, rmspe: 0.119776650
Val 100% loss: 0.097518431, rmspe: 0.112035908
Val 100% loss: 0.103051948, rmspe: 0.120175015
Val 100% loss: 0.092645787, rmspe: 0.110336935
Val 100% loss: 0.086785221, rmspe: 0.108641787
Val 100% loss: 0.085867532, rmspe: 0.104027516
Val 100% loss: 0.102426580, rmspe: 0.109866500
Val 100% loss: 0.085123214, rmspe: 0.105426865
Val 100% loss: 0.082096163, rmspe: 0.104111490
Val 100% loss: 0.078397436, rmspe: 0.101070441
Val 100% loss: 0.076956778, rmspe: 0.101153056
Val 100% loss: 0.077242055, rmspe: 0.101148825
Val 100% loss: 0.105078125, rmspe: 0.119452656
Val 100% loss: 0.075729087, rmspe: 0.099724152
Val 100% loss: 0.079001350, rmspe: 0.105648443
Val 100% loss: 0.078440677, rmspe: 0.108043756
Val 100% loss: 0.071794846, rmspe: 0.099494673
Val 100% loss: 0.075621072, rmspe: 0.100199237
Val 100% loss: 0.071156647, rmspe: 0.101481810
Val 100% loss: 0.073435214, rmspe: 0.103715649
Val 100% loss: 0.073924206, rmspe: 0.094447573
Val 100% loss: 0.064493199, rmspe: 0.094543510
Val 100% loss: 0.073087447, rmspe: 0.099986486
Val 100% loss: 0.073616057, rmspe: 0.097419050
+=============================================================================+
| Time taken: 21.279999971
+=============================================================================+
+=============================================================================+
| Traininig store  517                                                        |
+=============================================================================+
Val 100% loss: 0.622587226, rmspe: 0.283056305
Val 100% loss: 0.470520526, rmspe: 0.246970672
Val 100% loss: 0.360461820, rmspe: 0.189678516
Val 100% loss: 0.311964099, rmspe: 0.198095192
Val 100% loss: 0.291916193, rmspe: 0.193730352
Val 100% loss: 0.274970939, rmspe: 0.190857369
Val 100% loss: 0.262486833, rmspe: 0.187943534
Val 100% loss: 0.252956853, rmspe: 0.180937260
Val 100% loss: 0.235793172, rmspe: 0.180269269
Val 100% loss: 0.230362520, rmspe: 0.173543622
Val 100% loss: 0.230799997, rmspe: 0.166377083
Val 100% loss: 0.207299046, rmspe: 0.162898816
Val 100% loss: 0.206483018, rmspe: 0.159164465
Val 100% loss: 0.179557206, rmspe: 0.155654230
Val 100% loss: 0.178530829, rmspe: 0.150333376
Val 100% loss: 0.167225485, rmspe: 0.145851520
Val 100% loss: 0.150536525, rmspe: 0.152149602
Val 100% loss: 0.142778509, rmspe: 0.141166085
Val 100% loss: 0.126297367, rmspe: 0.138365753
Val 100% loss: 0.127362506, rmspe: 0.137383138
Val 100% loss: 0.131269477, rmspe: 0.127077564
Val 100% loss: 0.120478256, rmspe: 0.123010531
Val 100% loss: 0.112526930, rmspe: 0.124015843
Val 100% loss: 0.103272307, rmspe: 0.120922188
Val 100% loss: 0.103654160, rmspe: 0.116022300
Val 100% loss: 0.091173174, rmspe: 0.115076894
Val 100% loss: 0.098964029, rmspe: 0.119006082
Val 100% loss: 0.145722610, rmspe: 0.121402488
Val 100% loss: 0.078965042, rmspe: 0.111595646
Val 100% loss: 0.138212091, rmspe: 0.118486937
Val 100% loss: 0.075419908, rmspe: 0.108538928
Val 100% loss: 0.089375160, rmspe: 0.107122523
Val 100% loss: 0.080928548, rmspe: 0.104905340
Val 100% loss: 0.074994156, rmspe: 0.108010731
Val 100% loss: 0.078935170, rmspe: 0.106797754
Val 100% loss: 0.068508413, rmspe: 0.099137680
Val 100% loss: 0.067879028, rmspe: 0.098474563
Val 100% loss: 0.068043720, rmspe: 0.098925437
Val 100% loss: 0.081619298, rmspe: 0.102143233
Val 100% loss: 0.059733510, rmspe: 0.098838883
Val 100% loss: 0.097563468, rmspe: 0.119571229
Val 100% loss: 0.059875637, rmspe: 0.098575072
Val 100% loss: 0.061246134, rmspe: 0.097793983
Val 100% loss: 0.062279122, rmspe: 0.097072729
Val 100% loss: 0.059395793, rmspe: 0.094567637
Val 100% loss: 0.052777257, rmspe: 0.094491817
Val 100% loss: 0.054819770, rmspe: 0.090215992
Val 100% loss: 0.075941191, rmspe: 0.115304748
Val 100% loss: 0.052993044, rmspe: 0.092069917
Val 100% loss: 0.053912012, rmspe: 0.089821609
+=============================================================================+
| Time taken: 21.279999971
+=============================================================================+
+=============================================================================+
| Traininig store  518                                                        |
+=============================================================================+
Val 100% loss: 0.396799169, rmspe: 0.161281234
Val 100% loss: 0.304746632, rmspe: 0.150915336
Val 100% loss: 0.270976951, rmspe: 0.136180235
Val 100% loss: 0.244559504, rmspe: 0.126330846
Val 100% loss: 0.229696704, rmspe: 0.119332381
Val 100% loss: 0.214037987, rmspe: 0.115020809
Val 100% loss: 0.188184484, rmspe: 0.113069834
Val 100% loss: 0.178429222, rmspe: 0.108727689
Val 100% loss: 0.157168963, rmspe: 0.111268122
Val 100% loss: 0.157479915, rmspe: 0.111632466
Val 100% loss: 0.205293862, rmspe: 0.110455862
Val 100% loss: 0.141458457, rmspe: 0.112027234
Val 100% loss: 0.146416575, rmspe: 0.102559283
Val 100% loss: 0.128622530, rmspe: 0.108571744
Val 100% loss: 0.124552656, rmspe: 0.103176954
Val 100% loss: 0.127745763, rmspe: 0.095852264
Val 100% loss: 0.108792962, rmspe: 0.097720920
Val 100% loss: 0.104157523, rmspe: 0.094979763
Val 100% loss: 0.158070789, rmspe: 0.103864921
Val 100% loss: 0.105126853, rmspe: 0.089726224
Val 100% loss: 0.093996572, rmspe: 0.091487189
Val 100% loss: 0.091218872, rmspe: 0.087512414
Val 100% loss: 0.087460208, rmspe: 0.087620295
Val 100% loss: 0.092572639, rmspe: 0.093933804
Val 100% loss: 0.112718486, rmspe: 0.089021758
Val 100% loss: 0.081126699, rmspe: 0.086526214
Val 100% loss: 0.082479244, rmspe: 0.087051944
Val 100% loss: 0.100164722, rmspe: 0.086589946
Val 100% loss: 0.076592011, rmspe: 0.084892895
Val 100% loss: 0.072738392, rmspe: 0.083658763
Val 100% loss: 0.072683853, rmspe: 0.081377843
Val 100% loss: 0.080968112, rmspe: 0.090457352
Val 100% loss: 0.071575934, rmspe: 0.084039863
Val 100% loss: 0.102827211, rmspe: 0.087370684
Val 100% loss: 0.067096872, rmspe: 0.077668631
Val 100% loss: 0.064320821, rmspe: 0.077098816
Val 100% loss: 0.064268787, rmspe: 0.077105225
Val 100% loss: 0.066290986, rmspe: 0.080740331
Val 100% loss: 0.067883136, rmspe: 0.077879970
Val 100% loss: 0.074208192, rmspe: 0.076223931
Val 100% loss: 0.064909630, rmspe: 0.081787188
Val 100% loss: 0.058531974, rmspe: 0.077015259
Val 100% loss: 0.062889412, rmspe: 0.076507392
Val 100% loss: 0.061119570, rmspe: 0.076214362
Val 100% loss: 0.053542547, rmspe: 0.072424045
Val 100% loss: 0.060453407, rmspe: 0.075928489
Val 100% loss: 0.052369557, rmspe: 0.072218201
Val 100% loss: 0.054502419, rmspe: 0.070760208
Val 100% loss: 0.053479465, rmspe: 0.073770834
Val 100% loss: 0.056027601, rmspe: 0.071898238
+=============================================================================+
| Time taken: 21.311999798
+=============================================================================+
+=============================================================================+
| Traininig store  519                                                        |
+=============================================================================+
Val 100% loss: 0.580824862, rmspe: 0.205410185
Val 100% loss: 0.506130176, rmspe: 0.192075471
Val 100% loss: 0.523403305, rmspe: 0.205478555
Val 100% loss: 0.411387308, rmspe: 0.169055904
Val 100% loss: 0.397240899, rmspe: 0.159015834
Val 100% loss: 0.381543895, rmspe: 0.156208336
Val 100% loss: 0.373212698, rmspe: 0.157107574
Val 100% loss: 0.355437472, rmspe: 0.142917957
Val 100% loss: 0.305890325, rmspe: 0.145169812
Val 100% loss: 0.433568779, rmspe: 0.193426108
Val 100% loss: 0.277382124, rmspe: 0.137482691
Val 100% loss: 0.243454751, rmspe: 0.132872546
Val 100% loss: 0.230631085, rmspe: 0.137389350
Val 100% loss: 0.251971925, rmspe: 0.132751592
Val 100% loss: 0.208651742, rmspe: 0.127472668
Val 100% loss: 0.191168758, rmspe: 0.124382921
Val 100% loss: 0.184990208, rmspe: 0.118723834
Val 100% loss: 0.174523645, rmspe: 0.119184242
Val 100% loss: 0.280960122, rmspe: 0.137393040
Val 100% loss: 0.187799495, rmspe: 0.124632513
Val 100% loss: 0.173795109, rmspe: 0.119345702
Val 100% loss: 0.172001588, rmspe: 0.119144670
Val 100% loss: 0.168096777, rmspe: 0.116695373
Val 100% loss: 0.165820297, rmspe: 0.115419896
Val 100% loss: 0.165846790, rmspe: 0.114007029
Val 100% loss: 0.162126457, rmspe: 0.117623710
Val 100% loss: 0.159720563, rmspe: 0.116351008
Val 100% loss: 0.150616349, rmspe: 0.114867171
Val 100% loss: 0.146013462, rmspe: 0.111957601
Val 100% loss: 0.144341767, rmspe: 0.110328219
Val 100% loss: 0.140603530, rmspe: 0.110596652
Val 100% loss: 0.184528020, rmspe: 0.129791860
Val 100% loss: 0.183765360, rmspe: 0.118730858
Val 100% loss: 0.137528875, rmspe: 0.108769754
Val 100% loss: 0.134258930, rmspe: 0.108502768
Val 100% loss: 0.132768754, rmspe: 0.108827279
Val 100% loss: 0.140523886, rmspe: 0.106843350
Val 100% loss: 0.128131860, rmspe: 0.105218919
Val 100% loss: 0.202027175, rmspe: 0.128046039
Val 100% loss: 0.131468022, rmspe: 0.106439317
Val 100% loss: 0.126703950, rmspe: 0.105802699
Val 100% loss: 0.120233666, rmspe: 0.101593550
Val 100% loss: 0.123250936, rmspe: 0.102263241
Val 100% loss: 0.115639296, rmspe: 0.101087871
Val 100% loss: 0.113184379, rmspe: 0.098249445
Val 100% loss: 0.127109064, rmspe: 0.104186654
Val 100% loss: 0.110986385, rmspe: 0.099266971
Val 100% loss: 0.122980213, rmspe: 0.099251026
Val 100% loss: 0.110988014, rmspe: 0.096740909
Val 100% loss: 0.123529882, rmspe: 0.100736919
+=============================================================================+
| Time taken: 21.375999928
+=============================================================================+
+=============================================================================+
| Traininig store  520                                                        |
+=============================================================================+
Val 100% loss: 0.529385988, rmspe: 0.187895174
Val 100% loss: 0.425702904, rmspe: 0.158333609
Val 100% loss: 0.383251588, rmspe: 0.159872828
Val 100% loss: 0.356033490, rmspe: 0.137211102
Val 100% loss: 0.334721360, rmspe: 0.139638442
Val 100% loss: 0.325327972, rmspe: 0.134100798
Val 100% loss: 0.310652879, rmspe: 0.136285570
Val 100% loss: 0.299542549, rmspe: 0.129691899
Val 100% loss: 0.314883958, rmspe: 0.138302385
Val 100% loss: 0.274630798, rmspe: 0.131020607
Val 100% loss: 0.281663229, rmspe: 0.124471984
Val 100% loss: 0.260208633, rmspe: 0.123267499
Val 100% loss: 0.269628916, rmspe: 0.122768193
Val 100% loss: 0.262079884, rmspe: 0.124334075
Val 100% loss: 0.241135141, rmspe: 0.121286644
Val 100% loss: 0.216635092, rmspe: 0.114055691
Val 100% loss: 0.212934404, rmspe: 0.110687405
Val 100% loss: 0.230394292, rmspe: 0.122006172
Val 100% loss: 0.220372846, rmspe: 0.123960009
Val 100% loss: 0.201705739, rmspe: 0.109899128
Val 100% loss: 0.182928029, rmspe: 0.106187231
Val 100% loss: 0.185808393, rmspe: 0.106064192
Val 100% loss: 0.190949641, rmspe: 0.116021339
Val 100% loss: 0.165892232, rmspe: 0.099802653
Val 100% loss: 0.192380593, rmspe: 0.101873172
Val 100% loss: 0.177349372, rmspe: 0.107997304
Val 100% loss: 0.145291278, rmspe: 0.097718369
Val 100% loss: 0.139170929, rmspe: 0.095532008
Val 100% loss: 0.145691197, rmspe: 0.096477528
Val 100% loss: 0.141668270, rmspe: 0.100225263
Val 100% loss: 0.167701194, rmspe: 0.110290581
Val 100% loss: 0.132512918, rmspe: 0.093201524
Val 100% loss: 0.132201726, rmspe: 0.095978905
Val 100% loss: 0.125826031, rmspe: 0.091561656
Val 100% loss: 0.123438710, rmspe: 0.090575724
Val 100% loss: 0.136594575, rmspe: 0.099290377
Val 100% loss: 0.134115854, rmspe: 0.098173693
Val 100% loss: 0.119761234, rmspe: 0.090115920
Val 100% loss: 0.120719968, rmspe: 0.086714097
Val 100% loss: 0.128779531, rmspe: 0.094106706
Val 100% loss: 0.114775457, rmspe: 0.085377739
Val 100% loss: 0.117190502, rmspe: 0.092649989
Val 100% loss: 0.111887611, rmspe: 0.083888129
Val 100% loss: 0.128894017, rmspe: 0.097560877
Val 100% loss: 0.111860782, rmspe: 0.090130442
Val 100% loss: 0.108088662, rmspe: 0.084270220
Val 100% loss: 0.320642991, rmspe: 0.140973187
Val 100% loss: 0.216809729, rmspe: 0.111529886
Val 100% loss: 0.213565604, rmspe: 0.118135010
Val 100% loss: 0.184181158, rmspe: 0.104867785
+=============================================================================+
| Time taken: 21.311000109
+=============================================================================+
+=============================================================================+
| Traininig store  521                                                        |
+=============================================================================+
Val 100% loss: 0.512476882, rmspe: 0.213461475
Val 100% loss: 0.464758148, rmspe: 0.200178004
Val 100% loss: 0.429723482, rmspe: 0.195691334
Val 100% loss: 0.391736333, rmspe: 0.192080263
Val 100% loss: 0.358373781, rmspe: 0.187309026
Val 100% loss: 0.358600476, rmspe: 0.183433165
Val 100% loss: 0.328339897, rmspe: 0.180925747
Val 100% loss: 0.287158074, rmspe: 0.177306261
Val 100% loss: 0.284399334, rmspe: 0.174476917
